timestamp;buyer;seller;symbol;currency;price;quantity
0;;;ASH_COATED_OSMIUM;XIRECS;10000.0;6
3600;;;ASH_COATED_OSMIUM;XIRECS;10017.0;3
4200;;;ASH_COATED_OSMIUM;XIRECS;10017.0;2
4400;;;INTARIAN_PEPPER_ROOT;XIRECS;10599.0;5
4800;;;INTARIAN_PEPPER_ROOT;XIRECS;10595.0;3
5000;;;INTARIAN_PEPPER_ROOT;XIRECS;10585.0;5
9100;;;ASH_COATED_OSMIUM;XIRECS;10006.0;4
9600;;;ASH_COATED_OSMIUM;XIRECS;9999.0;6
10000;;;ASH_COATED_OSMIUM;XIRECS;9999.0;8
12100;;;ASH_COATED_OSMIUM;XIRECS;9998.0;5
14000;;;ASH_COATED_OSMIUM;XIRECS;10012.0;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;2
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;8
17400;;;INTARIAN_PEPPER_ROOT;XIRECS;10585.0;3
18500;;;ASH_COATED_OSMIUM;XIRECS;10016.0;6
23000;;;INTARIAN_PEPPER_ROOT;XIRECS;10583.0;4
23100;;;INTARIAN_PEPPER_ROOT;XIRECS;10586.0;4
23900;;;ASH_COATED_OSMIUM;XIRECS;9996.0;4
24300;;;ASH_COATED_OSMIUM;XIRECS;9995.0;4
24600;;;ASH_COATED_OSMIUM;XIRECS;9995.0;3
30400;;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
30400;;;INTARIAN_PEPPER_ROOT;XIRECS;10599.0;6
32800;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
33300;;;INTARIAN_PEPPER_ROOT;XIRECS;10597.0;7
34000;;;ASH_COATED_OSMIUM;XIRECS;10010.0;7
34400;;;INTARIAN_PEPPER_ROOT;XIRECS;10601.0;3
34500;;;ASH_COATED_OSMIUM;XIRECS;9994.0;8
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;10602.0;7
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;10598.0;3
35800;;;INTARIAN_PEPPER_ROOT;XIRECS;10590.0;7
36500;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
37900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
38400;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
38500;;;INTARIAN_PEPPER_ROOT;XIRECS;10586.0;5
39100;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
39900;;;ASH_COATED_OSMIUM;XIRECS;10008.0;7
41500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
42800;;;INTARIAN_PEPPER_ROOT;XIRECS;10606.0;5
44700;;;INTARIAN_PEPPER_ROOT;XIRECS;10595.0;8
50900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
51400;;;INTARIAN_PEPPER_ROOT;XIRECS;10595.0;4
52600;;;INTARIAN_PEPPER_ROOT;XIRECS;10609.0;8
54600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
57000;;;INTARIAN_PEPPER_ROOT;XIRECS;10617.0;4
58400;;;ASH_COATED_OSMIUM;XIRECS;9997.0;3
59500;;;ASH_COATED_OSMIUM;XIRECS;10017.0;2
61700;;;INTARIAN_PEPPER_ROOT;XIRECS;10621.0;6
62000;;;ASH_COATED_OSMIUM;XIRECS;10014.0;6
63700;;;ASH_COATED_OSMIUM;XIRECS;9998.0;2
64300;;;INTARIAN_PEPPER_ROOT;XIRECS;10612.0;3
64900;;;ASH_COATED_OSMIUM;XIRECS;10013.0;4
65300;;;ASH_COATED_OSMIUM;XIRECS;9997.0;2
68000;;;ASH_COATED_OSMIUM;XIRECS;10018.0;3
70400;;;INTARIAN_PEPPER_ROOT;XIRECS;10626.0;5
71500;;;INTARIAN_PEPPER_ROOT;XIRECS;10619.0;4
73700;;;INTARIAN_PEPPER_ROOT;XIRECS;10619.0;4
76300;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
76500;;;ASH_COATED_OSMIUM;XIRECS;10016.0;8
77200;;;INTARIAN_PEPPER_ROOT;XIRECS;10622.0;3
80200;;;INTARIAN_PEPPER_ROOT;XIRECS;10625.0;5
83000;;;INTARIAN_PEPPER_ROOT;XIRECS;10638.0;6
83700;;;ASH_COATED_OSMIUM;XIRECS;10015.0;2
84400;;;INTARIAN_PEPPER_ROOT;XIRECS;10640.0;5
84600;;;INTARIAN_PEPPER_ROOT;XIRECS;10644.0;6
84800;;;INTARIAN_PEPPER_ROOT;XIRECS;10640.0;5
85500;;;ASH_COATED_OSMIUM;XIRECS;9996.0;7
85700;;;ASH_COATED_OSMIUM;XIRECS;10001.0;3
85900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
87900;;;ASH_COATED_OSMIUM;XIRECS;9993.0;5
88300;;;ASH_COATED_OSMIUM;XIRECS;10012.0;2
90200;;;ASH_COATED_OSMIUM;XIRECS;10010.0;10
90800;;;ASH_COATED_OSMIUM;XIRECS;9993.0;6
91700;;;INTARIAN_PEPPER_ROOT;XIRECS;10638.0;8
92500;;;INTARIAN_PEPPER_ROOT;XIRECS;10651.0;7
95100;;;INTARIAN_PEPPER_ROOT;XIRECS;10642.0;8
96100;;;ASH_COATED_OSMIUM;XIRECS;10009.0;3
96900;;;ASH_COATED_OSMIUM;XIRECS;10010.0;8
97100;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
106100;;;ASH_COATED_OSMIUM;XIRECS;10012.0;5
107000;;;INTARIAN_PEPPER_ROOT;XIRECS;10663.0;7
109800;;;INTARIAN_PEPPER_ROOT;XIRECS;10665.0;4
109800;;;INTARIAN_PEPPER_ROOT;XIRECS;10661.0;3
110500;;;INTARIAN_PEPPER_ROOT;XIRECS;10662.0;8
111800;;;ASH_COATED_OSMIUM;XIRECS;9994.0;5
114900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
116100;;;ASH_COATED_OSMIUM;XIRECS;9993.0;8
117500;;;INTARIAN_PEPPER_ROOT;XIRECS;10655.0;6
120100;;;INTARIAN_PEPPER_ROOT;XIRECS;10670.0;4
122000;;;ASH_COATED_OSMIUM;XIRECS;10008.0;10
122400;;;INTARIAN_PEPPER_ROOT;XIRECS;10675.0;7
122500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
124700;;;ASH_COATED_OSMIUM;XIRECS;9991.0;2
126600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
126700;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
127800;;;INTARIAN_PEPPER_ROOT;XIRECS;10655.0;3
128000;;;ASH_COATED_OSMIUM;XIRECS;10007.0;2
129500;;;INTARIAN_PEPPER_ROOT;XIRECS;10673.0;3
130500;;;ASH_COATED_OSMIUM;XIRECS;10007.0;2
131000;;;ASH_COATED_OSMIUM;XIRECS;10008.0;9
131100;;;INTARIAN_PEPPER_ROOT;XIRECS;10676.0;4
131600;;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
132300;;;INTARIAN_PEPPER_ROOT;XIRECS;10659.0;3
134400;;;INTARIAN_PEPPER_ROOT;XIRECS;10673.0;4
137900;;;ASH_COATED_OSMIUM;XIRECS;10012.0;3
138000;;;INTARIAN_PEPPER_ROOT;XIRECS;10659.0;4
138700;;;INTARIAN_PEPPER_ROOT;XIRECS;10669.0;3
139400;;;ASH_COATED_OSMIUM;XIRECS;9997.0;5
139600;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
141900;;;INTARIAN_PEPPER_ROOT;XIRECS;10658.0;4
142200;;;ASH_COATED_OSMIUM;XIRECS;9997.0;2
142200;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
142300;;;INTARIAN_PEPPER_ROOT;XIRECS;10668.0;6
146900;;;ASH_COATED_OSMIUM;XIRECS;10014.0;6
148200;;;INTARIAN_PEPPER_ROOT;XIRECS;10655.0;7
149500;;;ASH_COATED_OSMIUM;XIRECS;10015.0;9
153400;;;ASH_COATED_OSMIUM;XIRECS;9999.0;5
154800;;;ASH_COATED_OSMIUM;XIRECS;10000.0;2
155300;;;ASH_COATED_OSMIUM;XIRECS;10016.0;10
155500;;;ASH_COATED_OSMIUM;XIRECS;10016.0;6
155700;;;ASH_COATED_OSMIUM;XIRECS;10018.0;7
158400;;;ASH_COATED_OSMIUM;XIRECS;9996.0;5
164100;;;INTARIAN_PEPPER_ROOT;XIRECS;10651.0;5
164200;;;INTARIAN_PEPPER_ROOT;XIRECS;10643.0;7
165500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;4
170300;;;INTARIAN_PEPPER_ROOT;XIRECS;10645.0;7
170500;;;INTARIAN_PEPPER_ROOT;XIRECS;10641.0;7
172900;;;ASH_COATED_OSMIUM;XIRECS;10015.0;4
173300;;;ASH_COATED_OSMIUM;XIRECS;10015.0;4
177700;;;ASH_COATED_OSMIUM;XIRECS;10000.0;10
177900;;;INTARIAN_PEPPER_ROOT;XIRECS;10618.0;5
181800;;;ASH_COATED_OSMIUM;XIRECS;10002.0;2
182900;;;ASH_COATED_OSMIUM;XIRECS;10001.0;5
184700;;;ASH_COATED_OSMIUM;XIRECS;10011.0;5
185000;;;ASH_COATED_OSMIUM;XIRECS;10001.0;4
185900;;;ASH_COATED_OSMIUM;XIRECS;10001.0;10
187000;;;ASH_COATED_OSMIUM;XIRECS;10002.0;4
190600;;;ASH_COATED_OSMIUM;XIRECS;10018.0;3
191800;;;INTARIAN_PEPPER_ROOT;XIRECS;10585.0;4
192600;;;ASH_COATED_OSMIUM;XIRECS;9997.0;8
192900;;;ASH_COATED_OSMIUM;XIRECS;10015.0;10
194900;;;INTARIAN_PEPPER_ROOT;XIRECS;10578.0;6
197300;;;ASH_COATED_OSMIUM;XIRECS;9996.0;9
198600;;;INTARIAN_PEPPER_ROOT;XIRECS;10566.0;5
199400;;;INTARIAN_PEPPER_ROOT;XIRECS;10576.0;5
200300;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
200300;;;ASH_COATED_OSMIUM;XIRECS;9992.0;10
200600;;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
200700;;;ASH_COATED_OSMIUM;XIRECS;10011.0;8
200800;;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
201900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
204000;;;INTARIAN_PEPPER_ROOT;XIRECS;10562.0;7
204600;;;INTARIAN_PEPPER_ROOT;XIRECS;10545.0;5
205800;;;ASH_COATED_OSMIUM;XIRECS;9993.0;2
206600;;;ASH_COATED_OSMIUM;XIRECS;9991.0;7
